"Invoice_Number","Sales_Order_Number","Customer_Number","invoice_date","Invoice_Amount","Payment_Status","payment_date","Payment_Amount","Created_By","created_on","Approved_By","approved_on"
"173640038839","000008177926","0249724",2014-07-06,7067.74,"Paid",2014-07-13,0,"0000125640",2014-07-06,"0000125235",2014-07-16
"173640038840","000008177927","0252282",2014-07-02,6694.03,"Paid",2014-09-12,6694.03,"0000127662",2014-07-02,"0000125235",2014-07-08
"173640038841","000008177928","0249194",2014-07-09,8286.76,"Paid",2014-08-13,8286.76,"0000127205",2014-07-09,"0000125235",2014-07-12
"173640038842","000008177929","0238005",2014-07-15,3964.58,"Paid",2014-08-04,3964.58,"0000125640",2014-07-15,"0000124928",2014-07-23
"173640038843","000008177930","0257937",2014-07-06,4373.69,"Paid",2014-09-29,4373.69,"0000126692",2014-07-06,"0000125235",2014-07-07
"173640038844","000008177931","0258418",2014-07-09,4801.8,"Paid",2014-09-04,4801.8,"0000125548",2014-07-09,"0000124928",2014-07-12
"173640038845","000008177932","0240718",2014-07-02,5782.87,"Paid",2014-08-17,5782.87,"0000125913",2014-07-02,"0000124928",2014-07-06
"173640038846","000008177933","0264096",2014-07-09,2092.17,"Paid",2014-07-16,0,"0000127199",2014-07-09,"0000124928",2014-07-12
"173640038847","000008177934","0256425",2014-07-02,6031.82,"Paid",2014-12-28,6031.82,"0000125935",2014-07-02,"0000125235",2014-07-08
"173640038848","000008177935","0239736",2014-07-08,4555.26,"Paid",2014-09-10,4555.26,"0000125935",2014-07-08,"0000125235",2014-07-14
"173640038849","000008177936","0243308",2014-07-02,5719.02,"Paid",2014-10-22,5719.02,"0000125640",2014-07-02,"0000125235",2014-07-08
"173640038850","000008177937","0248005",2014-07-14,3426.02,"Paid",2014-09-05,3426.02,"0000125493",2014-07-14,"0000125235",2014-07-21
"173640038851","000008177938","0252594",2014-07-09,4050.24,"Paid",2014-12-25,4050.24,"0000125935",2014-07-09,"0000124928",2014-07-13
"173640038852","000008177939","0236416",2014-07-09,1979.78,"Paid",2014-09-14,1979.78,"0000127199",2014-07-09,"0000124928",2014-07-13
"173640038853","000008177940","0251071",2014-07-08,2934.54,"Paid",2014-12-18,2934.54,"0000125935",2014-07-08,"0000125235",2014-07-15
"173640038854","000008177941","0263563",2014-07-07,3905.73,"Paid",2014-08-11,3905.73,"0000125170",2014-07-07,"0000125235",2014-07-09
"173640038855","000008177942","0242137",2014-07-08,1074.21,"Paid",2014-07-27,1074.21,"0000125493",2014-07-08,"0000124928",2014-07-13
"173640038856","000008177943","0245092",2014-07-16,32309.12,"Paid",2014-08-06,32309.12,"0000125170",2014-07-16,"0000125235",2014-07-23
"173640038857","000008177944","0259027",2014-07-12,25190.37,"Paid",2014-09-10,25190.37,"0000125493",2014-07-12,"0000124928",2014-07-15
"173640038858","000008177945","0247128",2014-07-21,16992.65,"Paid",2015-06-07,16992.65,"0000126677",2014-07-21,"0000125235",2014-07-23
"173640038859","000008177946","0261843",2014-07-12,20579.15,"Paid",2014-09-03,20579.15,"0000125640",2014-07-12,"0000125235",2014-07-16
"173640038860","000008177947","0263951",2014-07-28,19350.9,"Paid",2015-08-29,19350.9,"0000125170",2014-07-28,"0000124928",2014-07-29
"173640038861","000008177948","0255376",2014-07-15,20591.11,"Paid",2014-07-25,20591.11,"0000125640",2014-07-15,"0000125235",2014-07-19
"173640038862","000008177949","0242426",2014-07-16,9448.85,"Paid",2014-08-01,9448.85,"0000125170",2014-07-16,"0000125235",2014-07-21
"173640038863","000008177950","0253660",2014-07-20,5470.25,"Paid",2014-07-21,5470.25,"0000125170",2014-07-20,"0000124928",2014-07-22
"173640038864","000008177951","0244813",2014-07-23,7534.25,"Paid",2015-01-05,7534.25,"0000127205",2014-07-23,"0000125235",2014-07-28
"173640038865","000008177952","0235811",2014-07-23,2414.11,"Paid",2014-07-30,2414.11,"0000126692",2014-07-23,"0000124928",2014-07-27
"173640038866","000008177953","0249045",2014-07-16,4247.19,"Paid",2014-08-31,4247.19,"0000126677",2014-07-16,"0000124928",2014-07-20
"173640038867","000008177954","0250597",2014-07-22,3020.3,"Paid",2014-10-14,3020.3,"0000126692",2014-07-22,"0000124928",2014-07-23
"173640038868","000008177955","0262673",2014-07-08,38426.3,"Paid",2014-09-11,38426.3,"0000126613",2014-07-08,"0000125235",2014-07-16
"173640038869","000008177956","0234991",2014-07-12,35229.13,"Paid",2014-09-09,35229.13,"0000126613",2014-07-12,"0000124928",2014-07-13
"173640038870","000008177957","0260504",2014-07-08,14341.08,"Paid",2014-09-07,14341.08,"0000125170",2014-07-08,"0000124928",2014-07-16
"173640038871","000008177958","0263438",2014-07-08,21328.15,"Paid",2014-07-25,21328.15,"0000125493",2014-07-08,"0000124928",2014-07-12
"173640038872","000008177959","0240407",2014-07-08,11198.21,"Paid",2014-08-15,11198.21,"0000127199",2014-07-08,"0000124928",2014-07-14
"173640038873","000008177960","0262918",2014-07-14,9793.75,"Paid",2014-08-12,9793.75,"0000125548",2014-07-14,"0000125235",2014-07-22
"173640038874","000008177961","0240643",2014-07-15,20474.01,"Paid",2014-08-25,20474.01,"0000127561",2014-07-15,"0000125235",2014-07-20
"173640038875","000008177962","0235353",2014-07-16,12973.68,"Paid",2014-08-17,12973.68,"0000125935",2014-07-16,"0000125235",2014-07-23
"173640038876","000008177963","0249550",2014-07-06,7587.1,"Paid",2014-08-14,7587.1,"0000126932",2014-07-06,"0000125235",2014-07-07
"173640038877","000008177964","0258117",2014-07-09,9936.06,"Paid",2014-08-16,9936.06,"0000127662",2014-07-09,"0000125235",2014-07-15
"173640038878","000008177965","0235808",2014-07-08,13929.15,"Paid",2014-08-29,13929.15,"0000127199",2014-07-08,"0000125235",2014-07-15
"173640038879","000008177966","0258654",2014-07-09,10161.81,"Paid",2014-07-16,0,"0000127199",2014-07-09,"0000125235",2014-07-13
"173640038880","000008177967","0235302",2014-07-06,5733.32,"Paid",2014-09-20,5733.32,"0000125548",2014-07-06,"0000125235",2014-07-07
"173640038881","000008177968","0248158",2014-07-09,8179.68,"Paid",2014-07-16,0,"0000125935",2014-07-09,"0000124928",2014-07-16
"173640038882","000008177969","0249665",2014-07-07,6095.26,"Paid",2014-07-14,6095.26,"0000125493",2014-07-07,"0000124928",2014-07-08
"173640038883","000008177970","0254353",2014-07-12,3592.91,"Paid",2014-09-11,3592.91,"0000125640",2014-07-12,"0000124928",2014-07-14
"173640038884","000008177971","0237359",2014-07-09,1871.52,"Paid",2014-08-15,1871.52,"0000125548",2014-07-09,"0000125235",2014-07-12
"173640038885","000008177972","0234206",2014-07-07,2410.77,"Paid",2015-02-06,2410.77,"0000125548",2014-07-07,"0000124928",2014-07-08
"173640038886","000008177973","0234461",2014-07-16,3273.49,"Paid",2014-08-13,3273.49,"0000125170",2014-07-16,"0000124928",2014-07-20
"173640038887","000008177974","0261509",2014-07-07,2467.93,"Paid",2014-10-05,2467.93,"0000127662",2014-07-07,"0000125235",2014-07-16
"173640038888","000008177975","0247578",2014-07-08,7585.42,"Paid",2014-08-18,7585.42,"0000127561",2014-07-08,"0000124928",2014-07-13
"173640038889","000008177976","0258056",2014-07-08,2924.11,"Paid",2014-10-09,2924.11,"0000125640",2014-07-08,"0000124928",2014-07-09
"173640038890","000008177977","0248419",2014-07-07,984.61,"Paid",2014-08-31,984.61,"0000127199",2014-07-07,"0000124928",2014-07-15
"173640038891","000008177978","0257005",2014-07-13,15687.2,"Paid",2014-12-14,15687.2,"0000125493",2014-07-13,"0000124928",2014-07-16
"173640038892","000008177979","0245189",2014-07-08,18892.61,"Paid",2014-08-03,18892.61,"0000125170",2014-07-08,"0000125235",2014-07-15
"173640038893","000008177980","0264707",2014-07-19,16359.48,"Paid",2014-09-03,16359.48,"0000126692",2014-07-19,"0000125235",2014-07-23
"173640038894","000008177981","0254289",2014-07-09,10457.5,"Paid",2014-09-02,10457.5,"0000127205",2014-07-09,"0000125235",2014-07-12
"173640038895","000008177982","0246467",2014-07-06,12327.65,"Paid",2015-10-28,12327.65,"0000127662",2014-07-06,"0000125235",2014-07-09
"173640038896","000008177983","0261080",2014-07-09,8499.09,"Paid",2014-08-06,8499.09,"0000125935",2014-07-09,"0000125235",2014-07-12
"173640038897","000008177984","0246069",2014-07-12,15158.29,"Paid",2014-09-18,15158.29,"0000125435",2014-07-12,"0000125235",2014-07-14
"173640038898","000008177985","0253219",2014-07-06,8037.89,"Paid",2014-07-13,0,"0000127205",2014-07-06,"0000124928",2014-07-09
"173640038899","000008177986","0261075",2014-07-12,6177.32,"Paid",2014-11-16,6177.32,"0000125548",2014-07-12,"0000124928",2014-07-15
"173640038900","000008177987","0242676",2014-07-14,6137.14,"Paid",2014-08-22,6137.14,"0000125640",2014-07-14,"0000124928",2014-07-21
"173640038901","000008177988","0255583",2014-07-14,3981.98,"Paid",2014-08-13,3981.98,"0000127199",2014-07-14,"0000125235",2014-07-15
"173640038902","000008177989","0257828",2014-07-06,2720.07,"Paid",2014-08-12,2720.07,"0000125640",2014-07-06,"0000124928",2014-07-13
"173640038903","000008177990","0262297",2014-07-07,4428.69,"Paid",2014-07-19,4428.69,"0000127205",2014-07-07,"0000125235",2014-07-15
"173640038904","000008177991","0257623",2014-07-12,5324.46,"Paid",2014-08-20,5324.46,"0000125935",2014-07-12,"0000124928",2014-07-14
"173640038905","000008177992","0240304",2014-07-08,9413.12,"Paid",2014-10-17,9413.12,"0000127199",2014-07-08,"0000124928",2014-07-15
"173640038906","000008177993","0242780",2014-07-08,2555.35,"Paid",2014-08-14,2555.35,"0000127662",2014-07-08,"0000124928",2014-07-16
"173640038907","000008177994","0236235",2014-07-14,2409.65,"Paid",2014-07-21,0,"0000125548",2014-07-14,"0000124928",2014-07-21
"173640038908","000008177995","0241917",2014-07-15,2714.8,"Paid",2014-09-15,2714.8,"0000126932",2014-07-15,"0000125235",2014-07-19
"173640038909","000008177996","0251338",2014-07-20,1228.3,"Paid",2014-08-27,1228.3,"0000127662",2014-07-20,"0000124928",2014-07-21
"173640038910","000008177997","0239179",2014-07-20,32508.58,"Paid",2014-08-16,32508.58,"0000125435",2014-07-20,"0000124928",2014-07-29
"173640038911","000008177998","0249158",2014-07-12,28821.31,"Outstanding",1910-01-01,28821.31,"0000125640",2014-07-12,"0000125235",2014-07-15
"173640038912","000008177999","0237394",2014-07-14,20396.49,"Paid",2014-07-21,0,"0000125640",2014-07-14,"0000125235",2014-07-23
"173640038913","000008178000","0243520",2014-07-20,21411.32,"Paid",2014-07-29,21411.32,"0000127561",2014-07-20,"0000124928",2014-07-22
"173640038914","000008178001","0252197",2014-07-07,10630.1,"Paid",2014-09-28,10630.1,"0000125935",2014-07-07,"0000125235",2014-07-14
"173640038915","000008178002","0254886",2014-07-21,6968.54,"Paid",2014-08-30,6968.54,"0000125493",2014-07-21,"0000124928",2014-07-23
"173640038916","000008178003","0256485",2014-07-07,6162.24,"Paid",2014-09-03,6162.24,"0000127205",2014-07-07,"0000124928",2014-07-14
"173640038917","000008178004","0237216",2014-07-07,5646.9,"Paid",2014-08-25,5646.9,"0000126677",2014-07-07,"0000124928",2014-07-08
"173640038918","000008178005","0260729",2014-07-08,1529.6,"Paid",2014-08-18,1529.6,"0000127662",2014-07-08,"0000125235",2014-07-09
"173640038919","000008178006","0257682",2014-07-16,1548.65,"Paid",2014-08-16,1548.65,"0000127561",2014-07-16,"0000124928",2014-07-20
"173640038920","000008178007","0246027",2014-07-09,2970.66,"Paid",2014-08-28,2970.66,"0000125493",2014-07-09,"0000125235",2014-07-13
"173640038921","000008178008","0245092",2014-07-13,31990.69,"Paid",2014-08-25,31990.69,"0000127561",2014-07-13,"0000124928",2014-07-23
"173640038922","000008178009","0244381",2014-07-13,33812.92,"Paid",2014-10-24,33812.92,"0000125913",2014-07-13,"0000124928",2014-07-16
"173640038923","000008178010","0253368",2014-07-20,21546.91,"Paid",2014-08-13,21546.91,"0000125548",2014-07-20,"0000124928",2014-07-27
"173640038924","000008178011","0247433",2014-07-08,17383.66,"Paid",2014-08-01,17383.66,"0000125913",2014-07-08,"0000124928",2014-07-09
"173640038925","000008178012","0257168",2014-07-21,3970.86,"Paid",2014-07-24,3970.86,"0000125935",2014-07-21,"0000124928",2014-07-22
"173640038926","000008178013","0237399",2014-07-14,34522.33,"Paid",2014-07-23,34522.33,"0000127205",2014-07-14,"0000125235",2014-07-15
"173640038927","000008178014","0240502",2014-07-14,30730.14,"Paid",2014-10-19,30730.14,"0000127561",2014-07-14,"0000125235",2014-07-16
"173640038928","000008178015","0234790",2014-07-15,25741.62,"Paid",2014-09-10,25741.62,"0000127561",2014-07-15,"0000124928",2014-07-23
"173640038929","000008178016","0247096",2014-07-14,24773.27,"Paid",2014-07-21,0,"0000125640",2014-07-14,"0000124928",2014-07-15
"173640038930","000008178017","0245407",2014-07-14,17580.33,"Paid",2014-09-06,17580.33,"0000125435",2014-07-14,"0000125235",2014-07-22
"173640038931","000008178018","0254512",2014-07-13,29434.17,"Paid",2014-07-18,29434.17,"0000125493",2014-07-13,"0000124928",2014-07-14
"173640038932","000008178019","0263001",2014-07-20,16866.7,"Paid",2014-09-06,16866.7,"0000125493",2014-07-20,"0000124928",2014-07-23
"173640038933","000008178020","0257693",2014-07-13,15103.23,"Paid",2014-12-16,15103.23,"0000125493",2014-07-13,"0000125235",2014-07-14
"173640038934","000008178021","0238830",2014-07-16,17725.17,"Paid",2014-08-09,17725.17,"0000125935",2014-07-16,"0000124928",2014-07-20
"173640038935","000008178022","0251979",2014-07-12,11849.48,"Paid",2014-07-19,0,"0000126932",2014-07-12,"0000125235",2014-07-16
"173640038936","000008178023","0243093",2014-07-14,15667.76,"Paid",2014-07-21,0,"0000125493",2014-07-14,"0000125235",2014-07-20
"173640038937","000008178024","0237116",2014-07-15,18131.01,"Paid",2014-08-10,18131.01,"0000125435",2014-07-15,"0000124928",2014-07-16
"173640038938","000008178025","0258596",2014-07-23,10036.63,"Paid",2014-08-31,10036.63,"0000125913",2014-07-23,"0000125235",2014-07-27
"173640038939","000008178026","0261008",2014-07-15,13870,"Paid",2014-08-17,13870,"0000126932",2014-07-15,"0000125235",2014-07-19
"173640038940","000008178027","0237693",2014-07-13,7315.74,"Paid",2014-08-02,7315.74,"0000125548",2014-07-13,"0000124928",2014-07-14
"173640038941","000008178028","0238380",2014-07-13,2954.31,"Paid",2014-08-26,2954.31,"0000125548",2014-07-13,"0000124928",2014-07-16
"173640038942","000008178029","0242861",2014-07-15,9405.17,"Paid",2014-08-16,9405.17,"0000126692",2014-07-15,"0000124928",2014-07-19
"173640038943","000008178030","0253405",2014-07-16,3708.92,"Paid",2014-09-10,3708.92,"0000125935",2014-07-16,"0000125235",2014-07-19
"173640038944","000008178031","0240903",2014-07-09,6401.81,"Paid",2014-08-20,6401.81,"0000125640",2014-07-09,"0000125235",2014-07-12
"173640038945","000008178032","0250028",2014-07-19,1727.97,"Paid",2014-08-14,1727.97,"0000127561",2014-07-19,"0000124928",2014-07-21
"173640038946","000008178033","0260387",2014-07-15,4478.88,"Paid",2014-08-15,4478.88,"0000126677",2014-07-15,"0000124928",2014-07-23
"173640038947","000008178034","0239146",2014-07-13,3543.43,"Paid",2014-07-20,0,"0000125640",2014-07-13,"0000124928",2014-07-16
"173640038948","000008178035","0234837",2014-07-13,2322.51,"Paid",2014-07-26,2322.51,"0000125548",2014-07-13,"0000125235",2014-07-15
"173640038949","000008178036","0234567",2014-07-30,26019.83,"Paid",2014-08-11,26019.83,"0000126932",2014-07-30,"0000125235",2014-08-03
"173640038950","000008178037","0243935",2014-07-20,28274.59,"Paid",2014-07-27,0,"0000126677",2014-07-20,"0000125235",2014-07-28
"173640038951","000008178038","0245803",2014-07-13,26540.41,"Paid",2015-08-12,26540.41,"0000125913",2014-07-13,"0000125235",2014-07-14
"173640038952","000008178039","0238961",2014-07-23,33651.4,"Paid",2014-09-14,33651.4,"0000126613",2014-07-23,"0000124928",2014-07-26
"173640038953","000008178040","0234991",2014-07-29,23842.73,"Paid",2015-03-08,23842.73,"0000125493",2014-07-29,"0000124928",2014-08-05
"173640038954","000008178041","0236933",2014-07-20,31370.52,"Paid",2014-08-27,31370.52,"0000126692",2014-07-20,"0000125235",2014-07-21
"173640038955","000008178042","0253537",2014-07-26,21721.14,"Paid",2014-12-30,21721.14,"0000125548",2014-07-26,"0000125235",2014-07-28
"173640038956","000008178043","0243918",2014-07-26,14776.81,"Paid",2014-09-02,14776.81,"0000125435",2014-07-26,"0000125235",2014-07-29
"173640038957","000008178044","0244949",2014-07-14,17926.31,"Paid",2014-07-21,0,"0000126932",2014-07-14,"0000125235",2014-07-15
"173640038958","000008178045","0260606",2014-07-16,27757.4,"Paid",2014-08-03,27757.4,"0000127561",2014-07-16,"0000124928",2014-07-19
"173640038959","000008178046","0255488",2014-07-23,19465.04,"Paid",2014-10-23,19465.04,"0000125640",2014-07-23,"0000125235",2014-07-26
"173640038960","000008178047","0263587",2014-07-16,15037.82,"Paid",2014-07-28,15037.82,"0000125170",2014-07-16,"0000125235",2014-07-23
"173640038961","000008178048","0264547",2014-07-21,17686.36,"Paid",2014-07-28,0,"0000125913",2014-07-21,"0000124928",2014-07-28
"173640038962","000008178049","0235111",2014-07-22,18448.21,"Paid",2014-09-07,18448.21,"0000125493",2014-07-22,"0000125235",2014-07-27
"173640038963","000008178050","0240034",2014-07-29,17037.96,"Paid",2015-01-13,17037.96,"0000125435",2014-07-29,"0000125235",2014-07-30
"173640038964","000008178051","0260195",2014-07-27,18256.31,"Paid",2014-10-04,18256.31,"0000125935",2014-07-27,"0000124928",2014-08-05
"173640038965","000008178052","0250222",2014-07-29,11959.73,"Paid",2014-08-05,0,"0000126677",2014-07-29,"0000124928",2014-08-05
"173640038966","000008178053","0240964",2014-07-20,8072.84,"Paid",2014-10-19,8072.84,"0000125170",2014-07-20,"0000125235",2014-07-21
"173640038967","000008178054","0241486",2014-07-19,11417.86,"Paid",2014-08-24,11417.86,"0000125913",2014-07-19,"0000124928",2014-07-21
"173640038968","000008178055","0252576",2014-07-16,12961.42,"Paid",2014-07-17,12961.42,"0000126613",2014-07-16,"0000125235",2014-07-19
"173640038969","000008178056","0248963",2014-07-29,7985.35,"Paid",2014-09-02,7985.35,"0000125493",2014-07-29,"0000124928",2014-08-06
"173640038970","000008178057","0239057",2014-07-19,9731.83,"Paid",2014-09-18,9731.83,"0000125935",2014-07-19,"0000124928",2014-07-20
"173640038971","000008178058","0258611",2014-07-16,8124.07,"Paid",2014-08-26,8124.07,"0000125435",2014-07-16,"0000124928",2014-07-19
"173640038972","000008178059","0258161",2014-07-16,5735.12,"Paid",2014-09-24,5735.12,"0000126692",2014-07-16,"0000124928",2014-07-19
"173640038973","000008178060","0254662",2014-07-29,2946.11,"Paid",2014-12-23,2946.11,"0000127199",2014-07-29,"0000124928",2014-07-30
"173640038974","000008178061","0257017",2014-07-22,6575.79,"Paid",2014-08-01,6575.79,"0000125548",2014-07-22,"0000125235",2014-07-30
"173640038975","000008178062","0238615",2014-07-16,4250.63,"Paid",2014-07-29,4250.63,"0000127205",2014-07-16,"0000125235",2014-07-19
"173640038976","000008178063","0250466",2014-07-21,3133.22,"Paid",2015-03-22,3133.22,"0000125640",2014-07-21,"0000124928",2014-07-23
"173640038977","000008178064","0248357",2014-07-28,4208.11,"Paid",2014-09-29,4208.11,"0000126613",2014-07-28,"0000124928",2014-07-29
"173640038978","000008178065","0244257",2014-07-20,4497.91,"Paid",2014-08-14,4497.91,"0000125548",2014-07-20,"0000124928",2014-07-22
"173640038979","000008178066","0246951",2014-07-16,5003.84,"Paid",2014-08-04,5003.84,"0000127199",2014-07-16,"0000125235",2014-07-23
"173640038980","000008178067","0254514",2014-07-26,3054.92,"Paid",2014-11-13,3054.92,"0000126692",2014-07-26,"0000124928",2014-07-28
"173640038981","000008178068","0254686",2014-07-22,8242.28,"Paid",2014-07-27,8242.28,"0000125170",2014-07-22,"0000125235",2014-07-26
"173640038982","000008178069","0263623",2014-07-14,4287.31,"Paid",2014-07-19,4287.31,"0000125935",2014-07-14,"0000125235",2014-07-23
"173640038983","000008178070","0263826",2014-07-22,6843.17,"Paid",2014-07-26,6843.17,"0000125493",2014-07-22,"0000124928",2014-07-30
"173640038984","000008178071","0256434",2014-07-30,7207.24,"Paid",2014-08-09,7207.24,"0000126677",2014-07-30,"0000124928",2014-08-06
"173640038985","000008178072","0247649",2014-07-21,4460.25,"Paid",2014-07-28,4460.25,"0000125493",2014-07-21,"0000124928",2014-07-22
"173640038986","000008178073","0248780",2014-07-23,7048.59,"Paid",2014-07-30,0,"0000126692",2014-07-23,"0000124928",2014-07-27
"173640038987","000008178074","0260855",2014-07-13,7855.86,"Paid",2014-09-18,7855.86,"0000125913",2014-07-13,"0000125235",2014-07-16
"173640038988","000008178075","0247016",2014-07-16,6062.95,"Paid",2014-07-23,0,"0000126613",2014-07-16,"0000124928",2014-07-20
"173640038989","000008178076","0250207",2014-08-03,3577.54,"Paid",2014-09-26,3577.54,"0000125935",2014-08-03,"0000124928",2014-08-05
"173640038990","000008178077","0250366",2014-07-19,4216.31,"Paid",2014-07-20,4216.31,"0000125493",2014-07-19,"0000125235",2014-07-23
"173640038991","000008178078","0246654",2014-07-14,10945.58,"Paid",2014-08-30,10945.58,"0000127662",2014-07-14,"0000125235",2014-07-23
"173640038992","000008178079","0264611",2014-07-15,1986.45,"Paid",2014-08-08,1986.45,"0000127205",2014-07-15,"0000125235",2014-07-16
"173640038993","000008178080","0247452",2014-07-16,2425.52,"Paid",2014-08-26,2425.52,"0000125913",2014-07-16,"0000124928",2014-07-19
"173640038994","000008178081","0251537",2014-07-22,5106.61,"Paid",2014-11-20,5106.61,"0000125548",2014-07-22,"0000125235",2014-07-23
"173640038995","000008178082","0252607",2014-07-28,1871.05,"Paid",2014-08-30,1871.05,"0000127561",2014-07-28,"0000124928",2014-07-30
"173640038996","000008178083","0263776",2014-07-21,3396.06,"Paid",2014-09-17,3396.06,"0000127199",2014-07-21,"0000124928",2014-07-30
"173640038997","000008178084","0261781",2014-07-30,1802,"Paid",2014-08-18,1802,"0000126613",2014-07-30,"0000124928",2014-08-02
"173640038998","000008178085","0248834",2014-07-16,4776.86,"Paid",2014-08-02,4776.86,"0000125913",2014-07-16,"0000125235",2014-07-19
"173640038999","000008178086","0237388",2014-07-20,2090.97,"Paid",2015-02-21,2090.97,"0000127561",2014-07-20,"0000124928",2014-07-21
"173640039000","000008178087","0246191",2014-07-30,2025.78,"Paid",2014-09-01,2025.78,"0000126692",2014-07-30,"0000125235",2014-08-03
"173640039001","000008178088","0244394",2014-07-27,1420.15,"Paid",2014-08-09,1420.15,"0000127662",2014-07-27,"0000124928",2014-07-30
"173640039002","000008178089","0251269",2014-07-14,3719.67,"Paid",2014-08-17,3719.67,"0000125493",2014-07-14,"0000124928",2014-07-22
"173640039003","000008178090","0260662",2014-07-22,2329.64,"Paid",2015-02-16,2329.64,"0000127199",2014-07-22,"0000125235",2014-07-26
"173640039004","000008178091","0264700",2014-07-21,4531.36,"Paid",2014-10-02,4531.36,"0000125913",2014-07-21,"0000124928",2014-07-27
"173640039005","000008178092","0257124",2014-07-14,3132.24,"Paid",2014-08-19,3132.24,"0000126692",2014-07-14,"0000124928",2014-07-22
"173640039006","000008178093","0238697",2014-07-23,1946.17,"Paid",2014-09-26,1946.17,"0000125913",2014-07-23,"0000124928",2014-07-26
"173640039007","000008178094","0245750",2014-07-30,1572.01,"Paid",2014-08-06,0,"0000127561",2014-07-30,"0000125235",2014-08-05
"173640039008","000008178095","0261773",2014-07-16,1921.51,"Paid",2014-08-23,1921.51,"0000125640",2014-07-16,"0000124928",2014-07-20
"173640039009","000008178096","0257306",2014-07-12,27528.42,"Paid",2014-08-19,27528.42,"0000125935",2014-07-12,"0000125235",2014-07-16
"173640039010","000008178097","0250518",2014-07-21,24134.34,"Paid",2014-07-23,24134.34,"0000125640",2014-07-21,"0000124928",2014-07-28
"173640039011","000008178098","0236796",2014-07-23,20718.28,"Paid",2015-04-17,20718.28,"0000125640",2014-07-23,"0000124928",2014-07-29
"173640039012","000008178099","0264539",2014-07-14,15269.47,"Paid",2014-08-26,15269.47,"0000127561",2014-07-14,"0000124928",2014-07-16
"173640039013","000008178100","0244910",2014-07-20,13731.26,"Paid",2014-08-01,13731.26,"0000125913",2014-07-20,"0000124928",2014-07-22
"173640039014","000008178101","0240643",2014-07-12,12231.37,"Paid",2014-08-10,12231.37,"0000126613",2014-07-12,"0000124928",2014-07-13
"173640039015","000008178102","0241102",2014-07-16,8020.07,"Paid",2014-09-17,8020.07,"0000125935",2014-07-16,"0000125235",2014-07-20
"173640039016","000008178103","0248919",2014-07-15,2961.99,"Paid",2014-07-18,2961.99,"0000127199",2014-07-15,"0000125235",2014-07-20
"173640039017","000008178104","0238671",2014-07-15,1899.23,"Paid",2014-07-22,1899.23,"0000125935",2014-07-15,"0000124928",2014-07-20
"173640039018","000008178105","0247859",2014-07-12,1880.72,"Paid",2014-08-20,1880.72,"0000125548",2014-07-12,"0000124928",2014-07-16
"173640039019","000008178106","0244159",2014-07-16,3550.18,"Paid",2014-07-17,3550.18,"0000127199",2014-07-16,"0000125235",2014-07-21
"173640039020","000008178107","0246589",2014-07-15,1751.86,"Paid",2014-09-18,1751.86,"0000127199",2014-07-15,"0000125235",2014-07-20
"173640039021","000008178108","0238895",2014-07-15,3197.64,"Paid",2014-07-24,3197.64,"0000125493",2014-07-15,"0000125235",2014-07-16
"173640039022","000008178109","0238895",2014-07-20,3272.24,"Paid",2014-08-25,3272.24,"0000125913",2014-07-20,"0000125235",2014-07-23
"173640039023","000008178110","0257854",2014-07-20,8375.61,"Paid",2014-10-06,8375.61,"0000125935",2014-07-20,"0000124928",2014-07-30
"173640039024","000008178111","0249077",2014-07-12,2874.3,"Paid",2014-09-23,2874.3,"0000127561",2014-07-12,"0000124928",2014-07-16
"173640039025","000008178112","0251637",2014-07-23,3053.22,"Paid",2014-08-19,3053.22,"0000127199",2014-07-23,"0000125235",2014-07-28
"173640039026","000008178113","0263777",2014-07-14,2487.2,"Paid",2014-09-09,2487.2,"0000125170",2014-07-14,"0000125235",2014-07-23
"173640039027","000008178114","0253748",2014-07-15,2539.88,"Paid",2014-07-27,2539.88,"0000127199",2014-07-15,"0000125235",2014-07-16
"173640039028","000008178115","0246427",2014-07-13,29853.53,"Paid",2014-08-22,29853.53,"0000125548",2014-07-13,"0000125235",2014-07-22
"173640039029","000008178116","0239449",2014-07-14,17556.21,"Paid",2014-07-21,0,"0000127199",2014-07-14,"0000124928",2014-07-23
"173640039030","000008178117","0261812",2014-07-14,19379.64,"Paid",2015-10-03,19379.64,"0000127205",2014-07-14,"0000124928",2014-07-21
"173640039031","000008178118","0237247",2014-07-23,1979.97,"Paid",2014-07-27,1979.97,"0000126677",2014-07-23,"0000125235",2014-07-27
"173640039032","000008178119","0246442",2014-07-28,4406.32,"Paid",2014-08-25,4406.32,"0000127199",2014-07-28,"0000125235",2014-08-06
"173640039033","000008178120","0260281",2014-07-16,5657.72,"Paid",2014-08-11,5657.72,"0000126613",2014-07-16,"0000125235",2014-07-19
"173640039034","000008178121","0256658",2014-07-13,3330.32,"Paid",2014-11-29,3330.32,"0000127199",2014-07-13,"0000124928",2014-07-21
"173640039035","000008178122","0241525",2014-07-19,1412.1,"Paid",2014-09-27,1412.1,"0000125913",2014-07-19,"0000125235",2014-07-23
"173640039036","000008178123","0255540",2014-07-20,3612.11,"Paid",2014-08-24,3612.11,"0000125493",2014-07-20,"0000125235",2014-07-29
"173640039037","000008178124","0262656",2014-07-22,22336.92,"Paid",2014-08-08,22336.92,"0000127561",2014-07-22,"0000124928",2014-07-27
